2024-05-02 15:57:29,248 INFO    StreamThr :34622 [internal.py:wandb_internal():86] W&B internal server running at pid: 34622, started at: 2024-05-02 15:57:29.246621
2024-05-02 15:57:29,251 DEBUG   HandlerThread:34622 [handler.py:handle_request():146] handle_request: status
2024-05-02 15:57:29,252 INFO    WriterThread:34622 [datastore.py:open_for_write():87] open: /Users/paul/Projects/anomalous-concept-detection/wandb/run-20240502_155724-i8mdzawr/run-i8mdzawr.wandb
2024-05-02 15:57:29,254 DEBUG   SenderThread:34622 [sender.py:send():379] send: header
2024-05-02 15:57:29,254 DEBUG   SenderThread:34622 [sender.py:send():379] send: run
2024-05-02 15:57:29,906 INFO    SenderThread:34622 [dir_watcher.py:__init__():211] watching files in: /Users/paul/Projects/anomalous-concept-detection/wandb/run-20240502_155724-i8mdzawr/files
2024-05-02 15:57:29,907 INFO    SenderThread:34622 [sender.py:_start_run_threads():1124] run started: i8mdzawr with start time 1714661848.312468
2024-05-02 15:57:29,919 DEBUG   HandlerThread:34622 [handler.py:handle_request():146] handle_request: check_version
2024-05-02 15:57:29,920 DEBUG   SenderThread:34622 [sender.py:send_request():406] send_request: check_version
2024-05-02 15:57:30,012 DEBUG   HandlerThread:34622 [handler.py:handle_request():146] handle_request: run_start
2024-05-02 15:57:30,019 DEBUG   HandlerThread:34622 [system_info.py:__init__():26] System info init
2024-05-02 15:57:30,019 DEBUG   HandlerThread:34622 [system_info.py:__init__():41] System info init done
2024-05-02 15:57:30,019 INFO    HandlerThread:34622 [system_monitor.py:start():194] Starting system monitor
2024-05-02 15:57:30,020 INFO    SystemMonitor:34622 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-02 15:57:30,020 INFO    HandlerThread:34622 [system_monitor.py:probe():214] Collecting system info
2024-05-02 15:57:30,021 INFO    SystemMonitor:34622 [interfaces.py:start():190] Started cpu monitoring
2024-05-02 15:57:30,022 DEBUG   HandlerThread:34622 [system_info.py:probe():150] Probing system
2024-05-02 15:57:30,022 INFO    SystemMonitor:34622 [interfaces.py:start():190] Started disk monitoring
2024-05-02 15:57:30,023 INFO    SystemMonitor:34622 [interfaces.py:start():190] Started gpuapple monitoring
2024-05-02 15:57:30,027 INFO    SystemMonitor:34622 [interfaces.py:start():190] Started memory monitoring
2024-05-02 15:57:30,029 INFO    SystemMonitor:34622 [interfaces.py:start():190] Started network monitoring
2024-05-02 15:57:30,030 DEBUG   HandlerThread:34622 [system_info.py:_probe_git():135] Probing git
2024-05-02 15:57:30,048 DEBUG   HandlerThread:34622 [system_info.py:_probe_git():143] Probing git done
2024-05-02 15:57:30,048 DEBUG   HandlerThread:34622 [system_info.py:probe():198] Probing system done
2024-05-02 15:57:30,048 DEBUG   HandlerThread:34622 [system_monitor.py:probe():223] {'os': 'macOS-13.5.1-arm64-arm-64bit', 'python': '3.11.8', 'heartbeatAt': '2024-05-02T14:57:30.022246', 'startedAt': '2024-05-02T14:57:24.904787', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '<python with no main file>', 'codePathLocal': None, 'git': {'remote': 'https://github.com/barbonara/anomalous-concept-detection', 'commit': '93b57ee7876da29bf643e3f947e4d68441938d84'}, 'email': 'paul.colognese@gmail.com', 'root': '/Users/paul/Projects/anomalous-concept-detection', 'host': 'Pauls-MacBook-Air.local', 'username': 'paul', 'executable': '/Users/paul/anaconda3/envs/acd/bin/python', 'cpu_count': 8, 'cpu_count_logical': 8, 'cpu_freq': {'current': 3204, 'min': 600, 'max': 3204}, 'cpu_freq_per_core': [{'current': 3204, 'min': 600, 'max': 3204}], 'disk': {'/': {'total': 228.27386474609375, 'used': 218.65903854370117}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 8.0}}
2024-05-02 15:57:30,048 INFO    HandlerThread:34622 [system_monitor.py:probe():224] Finished collecting system info
2024-05-02 15:57:30,048 INFO    HandlerThread:34622 [system_monitor.py:probe():227] Publishing system info
2024-05-02 15:57:30,048 DEBUG   HandlerThread:34622 [system_info.py:_save_conda():207] Saving list of conda packages installed into the current environment
2024-05-02 15:57:30,912 INFO    Thread-97 :34622 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/paul/Projects/anomalous-concept-detection/wandb/run-20240502_155724-i8mdzawr/files/conda-environment.yaml
2024-05-02 15:57:31,824 DEBUG   HandlerThread:34622 [system_info.py:_save_conda():222] Saving conda packages done
2024-05-02 15:57:31,824 INFO    HandlerThread:34622 [system_monitor.py:probe():229] Finished publishing system info
2024-05-02 15:57:31,825 DEBUG   SenderThread:34622 [sender.py:send():379] send: files
